Event_ID,Source_Event_IDs,Event_Name,Event_Type,Country,Country_Code,Location,Latitude,Longitude,Date,Year,Month,Day,Time,Severity,Population_Affected,Fatalities,People_Displaced,Financial_Loss,Alert_Level,Source,Comments,External_Links
29c96d16d2d8d116271359eadc4a313a,['AC-2002-000294-MLI'],Tech. Disaster,AC,Mali,MLI,['Bankass road'],[17.570692],[-3.996166],2002/5/12,2002,5,12,,,,,,,,[],['(Road)'],[]
e61dd586f19e81d1cdfba47c2b1d1ba8,['AC-2000-000482-MRT'],Tech. Disaster,AC,Mauritania,MRT,['Near Nouadhibou'],[20.9333333],[-17.0333333],2000/7/21,2000,7,21,,,,,,,,[],"['{Trawler ""Orcados""} (Water)']",[]
9637e3a08462edeb4d0bbd3bf04a794d,['AC-2001-000159-MRT'],Tech. Disaster,AC,Mauritania,MRT,['Senegal river'],[16.3029817],[-15.8001704],2001/4/12,2001,4,12,,,,,,,,[],['(Water)'],[]
c0b2087d64f99c9754fdce0d940841bc,['AC-2020-000180-MUS'],Tech. Disaster,AC,Mauritius,MUS,[],[0.0],[0.0],2020/8/7,2020,8,7,,,,,,,,['OCHA'],"['Mauritius’ Prime Minister, Pravind Jugnauth, declared a “state of environmental emergency”on 7 August, after a ship that ran aground off the coast of the island nation began spilling oil. The bulk carrier vessel, MW Wakashio, was carrying nearly 4,200 metric tons of fuel when it ran aground on the reef of Point d’Esny on 25 July.']",[]
17984f7a90d3d73f789b8222079602a4,['AC-2000-000678-MEX'],Tech. Disaster,AC,Mexico,MEX,['Mexico city'],[19.4326077],[-99.133208],2000/10/20,2000,10,20,,,,,,,,[],"['{Dicotheque ""Lobohombo""} (Misc:Fire)']",[]
ad37538c1ae5d1b87b5d953209b3c742,['AC-2000-000718-MEX'],Tech. Disaster,AC,Mexico,MEX,['Cortes Sea'],[31.3515938],[-113.3022648],2000/11/1,2000,11,1,,,,,,,,[],"['{Boat ""Azteca 10"" and boat ""Permata""} (Water)']",[]
015407a2b7529541bded485f3f1a3a0c,['AC-2000-000771-MEX'],Tech. Disaster,AC,Mexico,MEX,['Near Guadalajara'],[20.67359],[-103.343803],2000/11/26,2000,11,26,,,,,,,,[],['(Road)'],[]
8ff8de766b28833f1d6280491cbcc441,['AC-2000-000805-MEX'],Tech. Disaster,AC,Mexico,MEX,['Near Monterrey'],[25.673211],[-100.309201],2000/12/18,2000,12,18,,,,,,,,[],['(Rail)'],[]
cf35114dc2c193f136ba47b459e7f28e,['AC-2000-000391-MEX'],Tech. Disaster,AC,Mexico,MEX,['Near Villahermosa'],[17.987557],[-92.929147],2000/7/8,2000,7,8,,,,,,,,[],['{Jet Stream J-32} (Air)'],[]
fa5210e482be4fc9c6f678ed5150b9a4,['AC-2000-000640-MEX'],Tech. Disaster,AC,Mexico,MEX,['Salamanca'],[20.570391],[-101.195646],2000/9/12,2000,9,12,,,,,,,,[],['{Factory} (Misc:Explosion)'],[]
2ca186add557c70ccfce6bedbc9338bb,['AC-2001-000520-MEX'],Tech. Disaster,AC,Mexico,MEX,['Near Chichen Itza (Yucatan state)'],[23.634501],[-102.552784],2001/9/12,2001,9,12,,,,,,,,[],['{LET 410} (Air)'],[]
6054f6cc45047affa0b9efed7102da5a,['AC-2002-000102-MEX'],Tech. Disaster,AC,Mexico,MEX,['Barroteran'],[27.6821099],[-101.2973021],2002/1/23,2002,1,23,,,,,,,,[],"['{Coal mine ""La Espuelita""} (Ind:Other)']",[]
1adebf0045e34d85256dd76a201fbd5d,['AC-2002-000698-MEX'],Tech. Disaster,AC,Mexico,MEX,['Yucatan state'],[23.634501],[-102.552784],2002/11/10,2002,11,10,,,,,,,,[],['(Road)'],[]
2a91f65685907207c36fbc7a24e82090,['AC-2002-000817-MEX'],Tech. Disaster,AC,Mexico,MEX,['Veracruz'],[19.1727167],[-96.1332689],2002/12/31,2002,12,31,,,,,,,,[],['{Fireworks} (Misc:Explosion)'],[]
b0240e96df04bf4153b8b7fccc1a2559,['AC-2002-000860-MEX'],Tech. Disaster,AC,Mexico,MEX,['Guadalajara (Jalisco)'],[20.67359],[-103.343803],2002/3/18,2002,3,18,,,,,,,,[],['(Road)'],[]
288c66a3c77eec6129905afa47672303,['AC-2002-000473-MEX'],Tech. Disaster,AC,Mexico,MEX,['Micho'],[19.5665192],[-101.7068294],2002/8/6,2002,8,6,,,,,,,,[],['(Road)'],[]
d7b3ef84ec454b33f9f9e05b68115199,['AC-2001-000060-MNG'],Tech. Disaster,AC,Mongolia,MNG,['Malchin county (Uvs province)'],[49.8132578],[93.1042164],2001/1/14,2001,1,14,,,,,,,,[],['{Helicopter} (Air)'],[]
f9b0dd10e9fdf640f8703644b224085c,['AC-2000-000047-MAR'],Tech. Disaster,AC,Morocco,MAR,['F?s'],[31.791702],[-7.09262],2000/2/8,2000,2,8,,,,,,,,[],['(Road)'],[]
c449480ba2188bb903b626500fbfe637,['AC-2000-000099-MAR'],Tech. Disaster,AC,Morocco,MAR,['Near Ksar El-K?bir'],[35.0024669],[-5.8935988],2000/3/1,2000,3,1,,,,,,,,[],['(Rail)'],[]
d984c1bfa8f44de69a33a0fa1839d823,['AC-2000-000192-MAR'],Tech. Disaster,AC,Morocco,MAR,['Near Tanger'],[35.7666667],[-5.8],2000/4/9,2000,4,9,,,,,,,,[],['(Road)'],[]
bcc9a54633a82c9692b8af84bbd3d53a,['AC-2000-000385-MAR'],Tech. Disaster,AC,Morocco,MAR,['Jouala commune (near Kalaat Sraghna)'],[31.791702],[-7.09262],2000/7/6,2000,7,6,,,,,,,,[],['(Road)'],[]
ab095d788a966ce9ed9816a00bbb05c3,['AC-2000-000887-MAR'],Tech. Disaster,AC,Morocco,MAR,['Au large du Sahara occidental'],[31.791702],[-7.09262],2000/7/9,2000,7,9,,,,,,,,[],['(Water)'],[]
c35683b075f9bb9de5ece6244a137646,['AC-2001-000175-MAR'],Tech. Disaster,AC,Morocco,MAR,['El Ayoun (Sahara Occidental)'],[27.1536111],[-13.2033333],2001/5/2,2001,5,2,,,,,,,,[],['(Water)'],[]
eca44fc5b58b8682b495deb50867adb0,['AC-2002-000870-MAR'],Tech. Disaster,AC,Morocco,MAR,['El Jadida'],[31.791702],[-7.09262],2002/11/1,2002,11,1,,,,,,,,[],['{Prison} (Misc:Fire)'],[]
68e1c80e4240237584e73abc2f99917d,['AC-2002-000749-MAR'],Tech. Disaster,AC,Morocco,MAR,['Near Laayoune'],[26.1867478],[-13.1740348],2002/11/30,2002,11,30,,,,,,,,[],['(Water)'],[]
b0bf0e0a44b2ac36b3c3bda452542968,['AC-2002-000121-MAR'],Tech. Disaster,AC,Morocco,MAR,['Near Marrakech'],[31.6333333],[-8.0],2002/3/3,2002,3,3,,,,,,,,[],['(Road)'],[]
b7ed0634648aa80558d49ea476fe025f,['AC-2002-000199-MAR'],Tech. Disaster,AC,Morocco,MAR,['Errachidia region'],[31.9051275],[-4.7277528],2002/3/9,2002,3,9,,,,,,,,[],['(Road)'],[]
dcc569428ce957166c2266a32aac6593,['AC-2002-000227-MAR'],Tech. Disaster,AC,Morocco,MAR,['Near Agadir'],[30.4],[-9.6],2002/4/21,2002,4,21,,,,,,,,[],['(Road)'],[]
5a1425e9eb2f9169e2fea42edffe2f90,['AC-2002-000228-MAR'],Tech. Disaster,AC,Morocco,MAR,['Errachidia region'],[31.9051275],[-4.7277528],2002/4/9,2002,4,9,,,,,,,,[],['(Road)'],[]
0b01746edfea8e2cdaeebab0ff692b25,['AC-2000-000562-MOZ'],Tech. Disaster,AC,Mozambique,MOZ,['Dondo (Sofala province)'],[-19.6166667],[34.75],2000/9/6,2000,9,6,,,,,,,,[],['(Road)'],[]
f41c6f463670ab26ec8f7dab3b83a47a,['AC-2001-000458-MOZ'],Tech. Disaster,AC,Mozambique,MOZ,['Zongoene coast'],[-18.665695],[35.529562],2001/7/23,2001,7,23,,,,,,,,[],"['{Boat ""Manica Alpha""} (Water)']",[]
77dd0ce03a5a745e94e20637338ef54e,['AC-2002-000318-MOZ'],Tech. Disaster,AC,Mozambique,MOZ,['Near Tenga (Maputo province)'],[-25.2569876],[32.5372741],2002/5/25,2002,5,25,,,,,,,,[],['(Rail)'],[]
4fa47a52b7338b02ea317b331b9529e5,['AC-2002-000336-MOZ'],Tech. Disaster,AC,Mozambique,MOZ,['Between Xai Xai and Bilene'],[-18.665695],[35.529562],2002/6/2,2002,6,2,,,,,,,,[],['{Chalutier} (Water)'],[]
2e0039a87427435149a6f6c29f13218d,['AC-2001-000105-MMR'],Tech. Disaster,AC,Myanmar,MMR,[],[21.913965],[95.956223],2001/2/20,2001,2,20,,,,,,,,[],['{Helicopter Mi-17} (Air)'],[]
2ee6859d5db49df0c927d1146f7b5752,['AC-2002-000347-NAM'],Tech. Disaster,AC,Namibia,NAM,['Au large du port de Luderitz'],[-22.95764],[18.49041],2002/6/7,2002,6,7,,,,,,,,[],"['{Chalutier ""Meob Bay""} (Water)']",[]
6f3371f2945d244a48d630429ddf54c1,['AC-2000-000655-NPL'],Tech. Disaster,AC,Nepal,NPL,[],[28.394857],[84.124008],2000/10/8,2000,10,8,,,,,,,,[],['(Road)'],[]
f587fd022f443755ba638b0b88bbf554,['AC-2000-000504-NPL'],Tech. Disaster,AC,Nepal,NPL,['Near Jogbudha'],[28.394857],[84.124008],2000/7/27,2000,7,27,,,,,,,,[],['{DHC-6-300} (Air)'],[]
6388cf2fa5faa088d2a6be88d708adb0,['AC-2001-000593-NPL'],Tech. Disaster,AC,Nepal,NPL,['Argakhachi district'],[28.394857],[84.124008],2001/10/25,2001,10,25,,,,,,,,[],['(Road)'],[]
4319ddd9c6d70df96639f7f31ed1dc56,['AC-2002-000109-NPL'],Tech. Disaster,AC,Nepal,NPL,['Tiwinkhola (Chitaun)'],[28.394857],[84.124008],2002/2/19,2002,2,19,,,,,,,,[],['(Road)'],[]
23a53f594a717cddb6174706109070f3,"['AC-2002-000542-NPL', 'AC-2002-000541-NPL']",Tech. Disaster,AC,Nepal,NPL,"['Near Mugling', ""Krishti Nachene Chaur's Shanti Stupa (Near Pokhara)""]","[27.8588706, 28.394857]","[84.5589076, 84.124008]",2002/8/22,2002,8,22,,,,,,,,[],"['(Road)', '{de Havilland DHC-6 Twin Otter} (Air)']",[]
67f695abc2c353c5ae5989879c61dde3,['AC-2000-000247-NLD'],Tech. Disaster,AC,Netherlands,NLD,['Enschede'],[52.2203375],[6.8959638],2000/5/13,2000,5,13,,,,,,,,[],['{Fireworks} (Misc:Explosion)'],[]
9ef22cdb8145d582e81ec7c7a5625904,['AC-2001-000003-NLD'],Tech. Disaster,AC,Netherlands,NLD,['Volendam'],[52.4994444],[5.0675],2001/1/1,2001,1,1,,,,,,,,[],['(Misc:Fire)'],[]
e4aa20bfc9484471839248ea074d873f,['AC-2001-000129-ANT'],Tech. Disaster,AC,Netherlands Antilles,ANT,['Near Saint-Martin Isl.'],[18.0333333],[-63.1166667],2001/3/14,2001,3,14,,,,,,,,[],"['{Boat ""Esperanza""} (Water)']",[]
76b60006d8595015b9d1fe35b6e6bc03,['AC-2011-000158-NZL'],Tech. Disaster,AC,New Zealand,NZL,"['the Astrolable Reef off port Tarunga, New Zealand']",[-40.900557],[174.885971],2011/10/12,2011,10,12,,,,,,,,['Pacific Disaster Center'],"['On Wednesday, a stranded cargo ship, the Rena, had run aground after an oil spill on the Astrolable Reef off port Tarunga, New Zealand.\n\nThe Maritime New Zealand estimates 350 tonnes of oil leaked from the Rena, and it is believed the ship had 1,900 tonnes of oil and diesel on-board. Despite an International salvage response to refloat the vessel the situation has worsened over the past few days due to the adverse weather conditions.\n\nThe Rena has suffered substantial structure failure, with cracks appearing in the hull. This has been caused by the movement of the vessel as the stern, which has remained afloat, shifting with the waves, while the front part of the ship remains stuck on the reef.\n\nUrgent aerial surveillance is required. Current weather conditions are hampering such operations. Suitable EOS applications are now required to assist in the detection of pollution. The owners of the ship are making every effort to minimise any further damages to the environment.\n\nInternational Disaster Charter (IDC) has been triggered by this event.']",[]
c60155fb721510f252e323c699634565,['AC-2001-000173-NER'],Tech. Disaster,AC,Niger,NER,['Tahoua region'],[16.0902543],[5.3939551],2001/4/25,2001,4,25,,,,,,,,[],['(Road)'],[]
db2940fa603f7795e9e52245946ecef9,['AC-2001-000506-NER'],Tech. Disaster,AC,Niger,NER,['Near Doucthi'],[17.607789],[8.081666],2001/6/15,2001,6,15,,,,,,,,[],['(Road)'],[]
07f046a701ef50f06d23d3676f57f8c9,['AC-2001-000284-NER'],Tech. Disaster,AC,Niger,NER,['Tahoua region'],[16.0902543],[5.3939551],2001/6/27,2001,6,27,,,,,,,,[],['(Road)'],[]
7e18e2311e6275585c6650abf257ccf8,['AC-2000-000013-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Lagos'],[6.4530556],[3.3958333],2000/1/19,2000,1,19,,,,,,,,[],['(Road)'],[]
b653e627bd733fce920eaf1506fd6435,['AC-2000-000638-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Lagos'],[6.4530556],[3.3958333],2000/10/1,2000,10,1,,,,,,,,[],['(Road)'],[]
fdceae066fa6a398ec9c0d21bae25c62,['AC-2000-000663-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Naze'],[5.4333333],[7.0666667],2000/10/10,2000,10,10,,,,,,,,[],['(Road)'],[]
292ec7a80fd8abd5c7e6e5f0b362e156,['AC-2000-000664-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Kano'],[12.0],[8.516667],2000/10/15,2000,10,15,,,,,,,,[],['(Road)'],[]
32bde6365895797f016df6b9386d970f,['AC-2000-000700-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Isapede (Ogun state)'],[9.081999],[8.675277],2000/10/23,2000,10,23,,,,,,,,[],['(Road)'],[]
6836a02e5487b839461e7f659995c89a,['AC-2000-000703-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Jodeke (Near Abeokuta, Ogun state)']",[9.081999],[8.675277],2000/10/28,2000,10,28,,,,,,,,[],['(Road)'],[]
5559805544ed426e70a1a47bcd3a8365,['AC-2000-000704-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Buguma river (near Port Harcourt)'],[4.784821],[7.005453],2000/10/30,2000,10,30,,,,,,,,[],['(Water)'],[]
a457bd7241a0d1153415441f1b5e4f75,['AC-2000-000658-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Oliya carrefour (Near Port Harcourt)'],[4.784821],[7.005453],2000/10/4,2000,10,4,,,,,,,,[],['(Road)'],[]
05b5ef84ce23826ecfc20b328c3a4ba1,"['AC-2000-000767-NGA', 'AC-2000-000766-NGA']",Tech. Disaster,AC,Nigeria,NGA,"['Lagos', 'Ovia river, near B?nin city']","[9.081999, 6.4530556]","[8.675277, 3.3958333]",2000/11/24,2000,11,24,,,,,,,,[],['(Road)'],[]
9dd6c050acb0d170f4a543f0256a83aa,['AC-2000-000787-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Benin city and Uromi'],[6.714487],[6.323994],2000/11/29,2000,11,29,,,,,,,,[],['(Road)'],[]
efaadefdc55bb0f822750fb10780f71c,['AC-2000-000793-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Ebute-Oko (Lagos)'],[6.4530556],[3.3958333],2000/11/30,2000,11,30,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
20074f396434b05905ba9545ac5892cc,['AC-2000-000717-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Osun state'],[7.5875843],[4.5624426],2000/11/4,2000,11,4,,,,,,,,[],['(Road)'],[]
f65cafac72ad26669746372e7513bc49,['AC-2000-000867-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Elume (Near Warri)'],[5.5166667],[5.75],2000/11/7,2000,11,7,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
9598aeef95934f64828d8066b979afcb,['AC-2000-000799-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Port Harcourt and Enugu'],[6.4526667],[7.5103333],2000/12/10,2000,12,10,,,,,,,,[],['(Road)'],[]
cc1b0122f604c940f3c4fe10c920cb7f,['AC-2000-000794-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Oba-Aloko (near Akure)'],[7.25],[5.195],2000/12/4,2000,12,4,,,,,,,,[],['(Road)'],[]
6634c2b3eaf21320e950a849a47c9fd3,['AC-2000-000796-NGA'],Tech. Disaster,AC,Nigeria,NGA,[],[9.081999],[8.675277],2000/12/7,2000,12,7,,,,,,,,[],['(Road)'],[]
2fb669a41f825fe3a251dfd0d90cb83a,['AC-2000-000046-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Ogwe (Abia state)'],[5.0068865],[7.2636],2000/2/7,2000,2,7,,,,,,,,[],['{Oil pipeline} (Ind:Fire)'],[]
da3632ea89fa433e378fd1e1be170922,['AC-2000-000136-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Onitsha'],[6.1666667],[6.7833333],2000/3/21,2000,3,21,,,,,,,,[],['(Road)'],[]
e855e6f17ecc45f8150380559ded5c8b,['AC-2000-000137-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Isioma secteur (Abia State)'],[9.081999],[8.675277],2000/3/22,2000,3,22,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
974b548fe7ac642f6e9cb5a57bd82fcf,['AC-2000-000140-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Abuja'],[9.0666667],[7.4833333],2000/3/23,2000,3,23,,,,,,,,[],['(Road)'],[]
c331f7f86ea976166ecb0e877370d575,['AC-2000-000112-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Alapere-Ketu (Lagos)'],[6.4530556],[3.3958333],2000/3/8,2000,3,8,,,,,,,,[],['(Road)'],[]
27d14fca2e710f76780e1a3078553e2b,['AC-2000-000220-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Port Harcourt (Nembe fleuve)'],[4.784821],[7.005453],2000/4/19,2000,4,19,,,,,,,,[],['(Water)'],[]
168de5826292a1e45eb4f61dd265ba19,['AC-2000-000238-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Owo (Ondo State)'],[7.1833333],[5.5833333],2000/5/11,2000,5,11,,,,,,,,[],['(Misc:Explosion)'],[]
6c4a2ab7ae16285a173538aa74034897,['AC-2000-000286-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Zaria'],[11.08192],[7.715956],2000/6/1,2000,6,1,,,,,,,,[],['(Road)'],[]
648bb2a0373268e9e47697c8fcc2ec65,['AC-2000-000344-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Okuedjeba (near Warri, Delta State)']",[5.5166667],[5.75],2000/6/21,2000,6,21,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
a31e3a47605a88dcf164756079837630,['AC-2000-000670-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Okposo (Atlantic coast)'],[9.081999],[8.675277],2000/7/0,2000,7,0,,,,,,,,[],['(Water)'],[]
9a413900acfa1cadef355085ef17bbff,['AC-2000-000413-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Ajeje (near Warri) + Overi, Court, Egborode, Okujouogun, Okungbogbo']",[9.081999],[8.675277],2000/7/10,2000,7,10,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
a2409d851fb467e5094f316955b298d9,['AC-2000-000418-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Isie-Ijalla (Near Warri, Delta state)']",[5.5166667],[5.75],2000/7/16,2000,7,16,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
7cd5540f847f8e76dd31a5f529504a46,['AC-2000-000451-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Afrokpe (Near Sapele, Warri region)']",[9.081999],[8.675277],2000/7/23,2000,7,23,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
966e1d3769189540ea055613f20f9da2,['AC-2000-000453-NGA'],Tech. Disaster,AC,Nigeria,NGA,"['Elume (near Sapele, Delta State)']",[5.893113],[5.678691],2000/7/24,2000,7,24,,,,,,,,[],['{Oil pipeline} (Ind:Explosion)'],[]
e474c32f930951c4ab49fce26d85212d,['AC-2000-000454-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Gwagwalada (near Abuja)'],[8.936696],[7.092487],2000/7/27,2000,7,27,,,,,,,,[],['(Road)'],[]
9d6d7b5e5706b8a65cb976bca3bdefdc,"['AC-2000-000458-NGA', 'AC-2000-000474-NGA']",Tech. Disaster,AC,Nigeria,NGA,"['Gandi river (near Kaduna)', 'Okwabude (Near Sapele, Delta state)']","[10.5166667, 5.893113]","[5.678691, 7.4333333]",2000/7/30,2000,7,30,,,,,,,,[],"['(Water)', '{Oil pipeline} (Ind:Explosion)']",[]
b7af628e3c91220f5ab1c390a515dfeb,"['AC-2000-000491-NGA', 'AC-2000-000543-NGA']",Tech. Disaster,AC,Nigeria,NGA,"['Near Ekorinim', 'Near Benin city']","[9.081999, 6.33908]","[8.675277, 5.626482]",2000/8/12,2000,8,12,,,,,,,,[],"['(Road)', '{Oil pipeline} (Ind:Explosion)']",[]
ee5f7a25157d51be647835fc049fdb81,['AC-2000-000538-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Ibillo (Ondo state)'],[9.081999],[8.675277],2000/8/26,2000,8,26,,,,,,,,[],['(Road)'],[]
d96eab809c7c47a75d24cdefa8862637,['AC-2000-000546-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Abuja'],[9.0666667],[7.4833333],2000/8/28,2000,8,28,,,,,,,,[],['(Road)'],[]
20a28106e573668d4dc398cf8ba51a52,['AC-2000-000483-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Lagos'],[6.4530556],[3.3958333],2000/8/6,2000,8,6,,,,,,,,[],['(Road)'],[]
f60349fed7af3c0c2142e4b216fa00e4,['AC-2000-000585-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Ajue (Ondo state)'],[6.900589],[4.8955088],2000/9/14,2000,9,14,,,,,,,,[],['(Road)'],[]
b1d62348f2f2e30479defdb4ccef7bf5,['AC-2000-000574-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Lokoja'],[7.808797],[6.737399],2000/9/8,2000,9,8,,,,,,,,[],['(Road)'],[]
4e087a94924129e4c328f369f9ce0fcf,['AC-2001-000022-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Nasarawa Dandume (Katsina state)'],[8.5474692],[7.7118003],2001/1/12,2001,1,12,,,,,,,,[],['(Road)'],[]
c2b76d8a8f82a74adf0c0cd4e1420d2e,['AC-2001-000578-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Benin'],[6.33908],[5.626482],2001/10/15,2001,10,15,,,,,,,,[],['(Road)'],[]
68c1b45f9d899d64d1114d8174fc93e9,['AC-2001-000592-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Bida and Mokwa'],[9.2928248],[5.0546643],2001/10/24,2001,10,24,,,,,,,,[],['(Road)'],[]
e32714f31b5af8f69565495516b05291,['AC-2001-000627-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Umudike (Imo state)'],[9.081999],[8.675277],2001/11/15,2001,11,15,,,,,,,,[],['{Ol?oduc} (Ind:Explosion)'],[]
077bb1d96c6e21e94c6d399f8067c83d,['AC-2001-000630-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Funtua and Zaria (Kaduna state)'],[11.08192],[7.715956],2001/11/18,2001,11,18,,,,,,,,[],['(Road)'],[]
16a117d0e0c3380f66127086bdce9b36,['AC-2001-000677-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Cross River State'],[6.1670315],[8.6600586],2001/12/0,2001,12,0,,,,,,,,[],['(Road)'],[]
b3c5fe540e57569bdbedf2e795d912a6,['AC-2001-000676-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Owode-Onirin (near Lagos)'],[6.4530556],[3.3958333],2001/12/16,2001,12,16,,,,,,,,[],['(Road)'],[]
c04b3e76fcdc144feda9af2a7814ab85,['AC-2001-000684-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Neae Katsina'],[9.081999],[8.675277],2001/12/17,2001,12,17,,,,,,,,[],['(Road)'],[]
b4f8307bf83d79eadee69c23c735ecdc,['AC-2001-000685-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Makurdi and Lafia (Benue state)'],[9.081999],[8.675277],2001/12/18,2001,12,18,,,,,,,,[],['(Road)'],[]
de69d8b4efd547f75c2ea7c7672c7ef2,"['AC-2001-000688-NGA', 'AC-2001-000687-NGA']",Tech. Disaster,AC,Nigeria,NGA,"['Between Lokoja and Okene', 'Ezza-Akpuogo (Near Enugu)']","[6.4526667, 7.55]","[6.2333333, 7.5103333]",2001/12/20,2001,12,20,,,,,,,,[],['(Road)'],[]
bba22bfefb731b918d06f4dd3b174ba0,['AC-2001-000704-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Nun river (Bayelsa state)'],[5.2914856],[6.4143913],2001/12/24,2001,12,24,,,,,,,,[],['(Water)'],[]
7d3a9037fb2594de449a9af235e65393,['AC-2001-000073-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Near Lagos'],[6.4530556],[3.3958333],2001/2/0,2001,2,0,,,,,,,,[],['(Road)'],[]
dea889057470efa37ab2836a9a0f47cd,['AC-2001-000077-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Niger river (Kogi state)'],[7.4020448],[5.6680441],2001/2/22,2001,2,22,,,,,,,,[],['(Water)'],[]
73acd711a2e950acb551d11e73cea384,['AC-2001-000075-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Funtua and Zaria (Ketsina state)'],[9.081999],[8.675277],2001/2/24,2001,2,24,,,,,,,,[],['(Road)'],[]
ab828c8c34a698353dbb54ff9b81dfc0,['AC-2001-000074-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Lagos and Abeokuta (Ogun state)'],[7.1608333],[3.3483333],2001/2/25,2001,2,25,,,,,,,,[],['(Road)'],[]
f66d88d496104c7dc5dd7e0d353759b3,['AC-2001-000076-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Funtua and Zaria'],[11.08192],[7.715956],2001/2/26,2001,2,26,,,,,,,,[],['(Road)'],[]
297ea11a39b16b6bb334693d9318af60,['AC-2001-000072-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Biryel'],[9.081999],[8.675277],2001/3/1,2001,3,1,,,,,,,,[],['(Road)'],[]
3601908e3eb2718a607d752bc2e35384,['AC-2001-000090-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Bwal-Bwang-Gindiri Plateau state)'],[9.081999],[8.675277],2001/3/5,2001,3,5,,,,,,,,[],['{Dormitory} (Misc:Fire)'],[]
b38ef5404b7425495e7a0ef149321ff1,['AC-2001-000148-NGA'],Tech. Disaster,AC,Nigeria,NGA,[],[9.081999],[8.675277],2001/4/12,2001,4,12,,,,,,,,[],['(Water)'],[]
c97135cbba3fd88d63457af1345a172c,['AC-2001-000172-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Abudu (Odo state)'],[6.2958587],[6.0282195],2001/4/28,2001,4,28,,,,,,,,[],['(Road)'],[]
4dc30d16db9c2760afa495a066a951f1,['AC-2001-000516-NGA'],Tech. Disaster,AC,Nigeria,NGA,[],[9.081999],[8.675277],2001/4/3,2001,4,3,,,,,,,,[],['(Road)'],[]
af2372a5407066ea7b6a2ab7ff6957ef,['AC-2001-000205-NGA'],Tech. Disaster,AC,Nigeria,NGA,['Between Jos and Kaduna (Plateau state)'],[9.081999],[8.675277],2001/5/15,2001,5,15,,,,,,,,[],['(Road)'],[]
